5198,9
588,5
527,3
501,6
485,1
474,0
464,5
457,4
451,7
446,0
441,8
438,3
434,6
431,3
428,9
426,9
425,1
423,5
421,7
420,1
418,9
417,9
416,9
416,1
415,2
414,4
413,7
413,0
412,2
411,2
5199,2
589,9
527,1
499,3
482,4
470,9
461,9
454,0
448,2
443,3
439,1
435,7
432,7
429,5
426,9
424,7
423,0
421,5
420,2
418,8
417,5
416,3
415,1
413,9
412,7
411,4
410,1
408,9
408,0
407,2
5126,1
568,9
512,5
488,2
472,3
460,4
452,1
445,7
440,2
435,3
431,7
428,8
426,2
423,7
421,5
419,8
418,1
416,6
415,2
414,0
412,7
411,5
410,5
409,6
408,8
408,1
407,4
406,5
405,6
404,8
5197,0
587,4
527,3
499,7
483,1
472,3
464,1
457,4
450,4
445,5
441,5
438,2
435,0
432,2
430,0
427,8
425,7
423,7
422,0
420,6
419,4
418,3
417,3
416,3
415,3
414,5
413,8
413,0
412,2
411,3
5165,1
589,5
525,2
496,8
479,9
468,2
459,3
452,1
446,5
441,9
437,8
434,1
431,3
428,4
426,3
424,6
423,2
421,7
420,2
418,9
417,7
416,3
414,8
413,5
412,4
411,2
410,1
409,3
408,6
407,9
5166,3
586,4
522,4
495,2
479,4
467,7
459,2
452,7
447,3
442,8
439,3
436,3
433,4
431,2
428,9
426,9
425,1
423,6
422,2
421,0
419,8
418,8
417,8
416,7
415,6
414,6
413,7
412,8
412,1
411,5
5160,8
585,3
520,2
492,2
475,7
465,8
458,3
451,6
446,6
442,1
437,3
434,0
431,1
428,7
426,3
423,8
421,5
419,5
417,9
416,4
415,2
414,0
412,8
411,7
410,8
409,9
409,0
408,2
407,4
406,7
5175,2
587,0
524,9
498,2
481,9
470,0
460,8
454,2
448,5
443,1
439,0
435,5
432,6
430,2
427,9
425,8
423,9
422,0
420,4
419,0
417,7
416,5
415,2
414,2
413,3
412,4
411,5
411,0
410,3
409,6
5143,6
588,9
529,7
503,4
487,3
476,6
467,3
459,7
454,2
450,0
446,7
443,7
441,0
438,0
435,3
433,2
431,3
429,7
428,1
426,6
425,5
424,4
423,1
422,0
421,0
420,1
419,2
418,5
417,8
417,2
5216,5
590,7
528,3
500,9
485,1
474,1
465,8
457,9
451,5
445,3
440,2
435,9
432,4
429,6
427,1
425,0
423,0
421,1
419,3
417,5
415,9
414,7
413,2
412,1
411,1
410,2
409,4
408,7
408,0
407,4
5254,9
600,9
536,4
509,2
492,7
480,1
470,0
461,6
455,9
450,7
445,8
442,0
438,9
436,1
433,9
432,1
430,5
429,0
427,6
426,2
425,0
424,0
423,1
422,2
421,3
420,2
419,2
418,2
417,3
416,3
5138,3
579,0
520,9
494,4
478,8
468,7
460,8
453,8
447,8
442,2
438,0
434,7
431,6
428,3
425,5
422,8
420,9
419,5
418,2
416,8
415,6
414,1
412,7
411,4
410,4
409,4
408,4
407,4
406,5
405,7
5220,0
586,0
525,7
497,5
481,5
470,4
461,0
452,6
446,7
442,0
437,8
434,0
430,7
427,8
425,2
422,8
421,0
419,5
418,1
416,8
415,7
414,8
413,9
413,0
412,2
411,5
410,7
410,1
409,4
408,6
5160,7
584,4
523,8
498,0
482,1
469,5
459,5
453,0
448,4
444,3
440,4
437,0
434,2
431,4
428,6
426,4
424,6
422,9
421,5
420,2
418,9
417,6
416,2
415,1
414,1
413,3
412,6
411,9
411,2
410,6
5235,7
588,7
525,3
497,2
479,6
467,2
459,6
453,3
447,7
443,0
439,1
435,5
432,2
429,3
426,7
424,7
423,1
421,5
419,9
418,3
417,0
415,8
414,7
413,7
412,7
411,6
410,6
409,9
409,2
408,4
5199,3
587,1
529,0
502,8
487,3
477,0
469,0
462,3
455,4
450,7
446,8
443,3
440,1
437,1
434,4
431,7
429,1
426,9
425,2
423,7
422,3
421,0
419,8
418,5
417,6
416,7
415,7
414,7
413,8
413,1
5235,6
588,9
528,9
502,6
487,0
476,2
467,7
459,9
454,0
449,8
445,9
442,4
439,6
436,9
434,6
432,4
430,2
428,4
426,7
425,2
424,0
423,0
422,1
421,1
420,1
419,0
418,1
417,4
416,6
415,8
5136,5
581,4
520,6
494,9
479,3
467,9
459,2
451,4
445,4
441,1
436,4
432,3
429,0
426,0
423,1
420,3
418,4
416,9
415,4
413,8
412,4
410,9
409,8
408,7
407,7
406,7
405,9
405,2
404,6
404,0
5176,7
585,3
521,7
495,4
479,6
467,6
458,1
450,9
445,7
440,7
436,1
432,6
429,9
427,7
425,8
424,2
422,7
421,2
419,8
418,6
417,3
416,0
414,8
413,8
412,6
411,5
410,5
409,5
408,7
408,1
5181,8
581,1
520,8
494,6
478,4
467,7
459,9
453,8
448,9
444,6
440,9
437,3
434,2
431,3
428,9
426,8
424,8
423,2
421,6
420,3
419,0
417,8
416,7
415,5
414,4
413,1
411,9
410,9
410,1
409,4
5178,4
583,4
523,5
496,6
480,1
468,4
459,6
452,8
447,6
442,9
438,9
436,0
433,5
431,2
429,0
426,7
424,5
422,7
420,9
419,4
418,1
417,0
416,0
415,1
414,3
413,3
412,4
411,5
410,6
409,8
5122,5
584,4
521,8
494,6
479,0
467,2
458,2
451,3
445,6
441,1
437,4
433,9
431,0
428,5
426,0
424,0
422,2
420,4
418,8
417,0
415,4
414,1
412,8
411,7
410,8
410,1
409,3
408,7
408,1
407,5
5180,9
584,5
524,9
498,5
482,0
469,6
460,1
452,2
446,5
441,5
437,7
434,3
431,3
428,7
426,6
424,9
423,4
421,9
420,4
418,8
417,2
416,0
414,9
413,9
412,8
411,8
410,8
410,0
409,2
408,4
5144,4
579,0
519,7
494,0
479,3
468,8
459,6
452,8
446,3
440,7
436,4
433,0
430,0
427,5
425,4
423,5
421,8
420,4
419,0
417,6
416,3
415,1
414,1
413,1
412,2
411,2
410,2
409,4
408,5
407,8
5187,9
579,2
519,3
491,3
473,6
461,7
452,5
444,2
438,6
434,6
431,4
428,2
425,5
423,0
420,9
418,6
416,8
415,3
414,0
412,8
411,8
410,8
409,9
409,0
408,1
407,3
406,4
405,6
404,8
404,0
5194,9
590,3
529,6
503,3
487,0
475,5
467,3
460,7
454,7
448,8
444,3
439,7
436,0
433,4
431,3
429,3
427,7
426,3
425,0
423,8
422,2
420,6
419,5
418,4
417,3
416,1
414,8
414,0
413,2
412,6
5186,2
584,8
524,9
496,4
477,7
464,8
455,4
448,7
443,7
439,7
436,1
433,0
429,8
427,3
424,8
423,0
421,3
419,6
417,9
416,2
414,4
412,9
411,6
410,4
409,5
408,7
408,0
407,3
406,6
406,0
5188,9
581,4
520,2
494,9
480,0
469,2
460,7
454,2
448,4
443,7
440,0
437,2
434,6
431,9
429,5
427,6
426,1
424,8
423,5
422,1
420,9
419,9
418,9
417,8
416,8
416,0
415,1
414,1
413,3
412,6
5199,1
589,0
527,3
498,1
480,9
469,1
460,0
451,8
446,5
442,2
438,6
435,2
432,3
429,4
427,0
425,2
423,3
421,7
420,4
419,1
418,1
417,1
415,9
414,9
413,9
412,9
412,1
411,3
410,6
409,8
5163,4
584,2
523,7
496,2
479,2
469,1
462,2
456,1
450,6
446,6
443,1
440,3
437,6
434,8
432,3
430,2
428,4
426,7
424,9
423,0
421,6
420,5
419,6
418,6
417,7
416,8
416,1
415,5
414,8
413,9
