2017-06-21 04:10:17,567 : INFO : using autotuned alpha, starting with [0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]
2017-06-21 04:10:17,567 : INFO : using symmetric eta at 0.00020149103364900262
2017-06-21 04:10:17,567 : INFO : using serial LDA version on this node
2017-06-21 04:10:18,442 : INFO : running online LDA training, 7 topics, 15 passes over the supplied corpus of 3119 documents, updating model once every 2000 documents, evaluating perplexity every 3119 documents, iterating 50x with a convergence threshold of 0.001000
2017-06-21 04:10:18,442 : INFO : PROGRESS: pass 0, at document #2000/3119
2017-06-21 04:10:21,411 : INFO : optimized alpha [0.13357301408777689, 0.13195119199286631, 0.13417027889349878, 0.13524605451577126, 0.13384142397413001, 0.13269599676652918, 0.1347998357893013]
2017-06-21 04:10:21,411 : INFO : merging changes from 2000 documents into a model of 3119 documents
2017-06-21 04:10:21,552 : INFO : topic #1 (0.132): 0.005*"photo" + 0.004*"selfie" + 0.004*"drummerindonesia" + 0.004*"suksess" + 0.004*"sleep" + 0.004*"photograph" + 0.003*"carxdriftracing" + 0.003*"live" + 0.003*"banggai" + 0.003*"team"
2017-06-21 04:10:21,552 : INFO : topic #5 (0.133): 0.007*"kakak" + 0.007*"drummerindonesia" + 0.005*"surabaya" + 0.004*"selfie" + 0.004*"indonesia" + 0.004*"nakal" + 0.004*"wincentdrumstick" + 0.004*"smp" + 0.003*"nissan" + 0.003*"jalan"
2017-06-21 04:10:21,552 : INFO : topic #2 (0.134): 0.009*"sahabat" + 0.005*"kelas" + 0.005*"bahagia" + 0.004*"kls" + 0.004*"lomba" + 0.004*"car" + 0.003*"hbd" + 0.003*"juara" + 0.003*"sulit" + 0.003*"calon"
2017-06-21 04:10:21,552 : INFO : topic #6 (0.135): 0.013*"selfie" + 0.009*"kangen" + 0.007*"drift" + 0.004*"nissan" + 0.004*"air" + 0.004*"trimakasih" + 0.004*"carxdriftracing" + 0.004*"alhamdulillah" + 0.003*"salju" + 0.003*"video"
2017-06-21 04:10:21,552 : INFO : topic #3 (0.135): 0.008*"kawan" + 0.007*"surabaya" + 0.006*"satriaandthemonster" + 0.005*"video" + 0.005*"hijab" + 0.004*"birthday" + 0.004*"sayang" + 0.004*"stalker" + 0.004*"triller" + 0.003*"stm"
2017-06-21 04:10:21,552 : INFO : topic diff=5.257168, rho=1.000000
2017-06-21 04:10:23,595 : INFO : -13.648 per-word bound, 12834.1 perplexity estimate based on a held-out corpus of 1119 documents with 3438 words
2017-06-21 04:10:23,595 : INFO : PROGRESS: pass 0, at document #3119/3119
2017-06-21 04:10:24,962 : INFO : optimized alpha [0.13054180872566903, 0.1356770580816837, 0.13214513891638299, 0.12751507951223542, 0.12949217423720799, 0.12761412034397027, 0.12723343720679087]
2017-06-21 04:10:24,962 : INFO : merging changes from 1119 documents into a model of 3119 documents
2017-06-21 04:10:25,024 : INFO : topic #6 (0.127): 0.009*"hati" + 0.007*"selfie" + 0.007*"alhamdulillah" + 0.006*"mom" + 0.005*"kangen" + 0.005*"landscape" + 0.005*"exploresurabaya" + 0.004*"photography" + 0.004*"jaman" + 0.004*"beach"
2017-06-21 04:10:25,024 : INFO : topic #3 (0.128): 0.010*"kawan" + 0.008*"mannequinchallenge" + 0.008*"challenge" + 0.006*"sayang" + 0.006*"berjuang" + 0.006*"miss" + 0.005*"surabaya" + 0.005*"om" + 0.004*"manis" + 0.004*"accepted"
2017-06-21 04:10:25,024 : INFO : topic #0 (0.131): 0.010*"sukses" + 0.009*"senyum" + 0.005*"kelas" + 0.005*"music" + 0.005*"percayalah" + 0.004*"pacar" + 0.004*"purple" + 0.004*"sayang" + 0.004*"mama" + 0.004*"keep"
2017-06-21 04:10:25,024 : INFO : topic #2 (0.132): 0.012*"bahagia" + 0.009*"hbd" + 0.007*"sahabat" + 0.007*"hidup" + 0.007*"murid" + 0.006*"old" + 0.005*"sakit" + 0.005*"makan" + 0.005*"quotes" + 0.005*"sdn"
2017-06-21 04:10:25,024 : INFO : topic #1 (0.136): 0.013*"photograph" + 0.010*"canon" + 0.007*"m3" + 0.007*"eos" + 0.006*"galantiz" + 0.005*"wanita" + 0.005*"sidoarjo" + 0.004*"hati" + 0.003*"otw" + 0.003*"tua"
2017-06-21 04:10:25,024 : INFO : topic diff=0.892752, rho=0.707107
2017-06-21 04:10:25,024 : INFO : PROGRESS: pass 1, at document #2000/3119
2017-06-21 04:10:26,471 : INFO : optimized alpha [0.12675442909518436, 0.12953496360821123, 0.12865580065960625, 0.12508977008833019, 0.12606337956309804, 0.12430859540349805, 0.12487262616397475]
2017-06-21 04:10:26,471 : INFO : merging changes from 2000 documents into a model of 3119 documents
2017-06-21 04:10:26,643 : INFO : topic #5 (0.124): 0.011*"drummerindonesia" + 0.009*"kakak" + 0.006*"indonesia" + 0.006*"nakal" + 0.005*"hidup" + 0.005*"tuhan" + 0.004*"alone" + 0.004*"keluarga" + 0.004*"jalan" + 0.004*"drumcover"
2017-06-21 04:10:26,643 : INFO : topic #6 (0.125): 0.014*"selfie" + 0.009*"kangen" + 0.006*"drift" + 0.006*"alhamdulillah" + 0.005*"hati" + 0.005*"air" + 0.005*"nissan" + 0.004*"carxdriftracing" + 0.004*"photography" + 0.004*"beach"
2017-06-21 04:10:26,643 : INFO : topic #0 (0.127): 0.010*"sukses" + 0.008*"kelas" + 0.007*"senyum" + 0.005*"rock" + 0.005*"keep" + 0.004*"temen" + 0.004*"selfie" + 0.003*"sayang" + 0.003*"kartini" + 0.003*"hero"
2017-06-21 04:10:26,643 : INFO : topic #2 (0.129): 0.009*"sahabat" + 0.009*"bahagia" + 0.009*"hbd" + 0.005*"smile" + 0.005*"car" + 0.004*"lomba" + 0.004*"kelas" + 0.004*"old" + 0.004*"candid" + 0.004*"calon"
2017-06-21 04:10:26,643 : INFO : topic #1 (0.130): 0.010*"photograph" + 0.007*"canon" + 0.005*"m3" + 0.005*"eos" + 0.004*"wanita" + 0.004*"galantiz" + 0.003*"hati" + 0.003*"sidoarjo" + 0.003*"team" + 0.003*"photo"
2017-06-21 04:10:26,643 : INFO : topic diff=0.263039, rho=0.530036
2017-06-21 04:10:28,080 : INFO : -9.315 per-word bound, 636.9 perplexity estimate based on a held-out corpus of 1119 documents with 3438 words
2017-06-21 04:10:28,080 : INFO : PROGRESS: pass 1, at document #3119/3119
2017-06-21 04:10:28,893 : INFO : optimized alpha [0.12441293782538435, 0.13164406140819473, 0.12665211542303056, 0.11992201213214521, 0.12328280205738028, 0.12100848756232166, 0.11963538580369849]
2017-06-21 04:10:28,908 : INFO : merging changes from 1119 documents into a model of 3119 documents
2017-06-21 04:10:28,955 : INFO : topic #6 (0.120): 0.010*"selfie" + 0.009*"hati" + 0.007*"alhamdulillah" + 0.006*"kangen" + 0.006*"mom" + 0.005*"landscape" + 0.005*"exploresurabaya" + 0.004*"photography" + 0.004*"beach" + 0.004*"air"
2017-06-21 04:10:28,955 : INFO : topic #3 (0.120): 0.010*"kawan" + 0.008*"challenge" + 0.008*"mannequinchallenge" + 0.007*"sayang" + 0.007*"miss" + 0.007*"om" + 0.006*"berjuang" + 0.005*"surabaya" + 0.004*"manis" + 0.004*"satriaandthemonster"
2017-06-21 04:10:28,955 : INFO : topic #0 (0.124): 0.011*"sukses" + 0.009*"senyum" + 0.005*"music" + 0.005*"kelas" + 0.004*"percayalah" + 0.004*"keep" + 0.004*"mama" + 0.004*"pacar" + 0.004*"purple" + 0.004*"temen"
2017-06-21 04:10:28,955 : INFO : topic #2 (0.127): 0.012*"bahagia" + 0.010*"hbd" + 0.008*"sahabat" + 0.007*"hidup" + 0.007*"murid" + 0.006*"old" + 0.005*"makan" + 0.005*"sakit" + 0.005*"quotes" + 0.005*"sdn"
2017-06-21 04:10:28,955 : INFO : topic #1 (0.132): 0.013*"photograph" + 0.010*"canon" + 0.008*"m3" + 0.008*"eos" + 0.006*"galantiz" + 0.005*"wanita" + 0.005*"sidoarjo" + 0.004*"hati" + 0.003*"smafav" + 0.003*"fotonya"
2017-06-21 04:10:28,955 : INFO : topic diff=0.247590, rho=0.530036
2017-06-21 04:10:28,955 : INFO : PROGRESS: pass 2, at document #2000/3119
2017-06-21 04:10:30,799 : INFO : optimized alpha [0.12144448704736673, 0.12630532947615347, 0.12393512939337289, 0.11816742012900558, 0.12058631768125909, 0.11851062365465349, 0.11793276713665064]
2017-06-21 04:10:30,799 : INFO : merging changes from 2000 documents into a model of 3119 documents
2017-06-21 04:10:31,080 : INFO : topic #6 (0.118): 0.015*"selfie" + 0.009*"kangen" + 0.006*"hati" + 0.006*"alhamdulillah" + 0.006*"drift" + 0.005*"air" + 0.005*"nissan" + 0.004*"carxdriftracing" + 0.004*"photography" + 0.004*"beach"
2017-06-21 04:10:31,080 : INFO : topic #3 (0.118): 0.010*"kawan" + 0.008*"sayang" + 0.006*"challenge" + 0.006*"satriaandthemonster" + 0.006*"surabaya" + 0.006*"miss" + 0.005*"hijab" + 0.005*"video" + 0.005*"om" + 0.004*"mannequinchallenge"
2017-06-21 04:10:31,080 : INFO : topic #0 (0.121): 0.011*"sukses" + 0.008*"senyum" + 0.008*"kelas" + 0.005*"rock" + 0.005*"keep" + 0.004*"temen" + 0.003*"sayang" + 0.003*"selfie" + 0.003*"music" + 0.003*"percayalah"
2017-06-21 04:10:31,080 : INFO : topic #2 (0.124): 0.010*"sahabat" + 0.010*"hbd" + 0.009*"bahagia" + 0.006*"smile" + 0.005*"old" + 0.005*"lomba" + 0.005*"car" + 0.004*"candid" + 0.004*"kelas" + 0.004*"hidup"
2017-06-21 04:10:31,080 : INFO : topic #1 (0.126): 0.010*"photograph" + 0.008*"canon" + 0.006*"m3" + 0.006*"eos" + 0.005*"wanita" + 0.004*"galantiz" + 0.004*"sidoarjo" + 0.004*"hati" + 0.003*"team" + 0.003*"kebersamaan"
2017-06-21 04:10:31,080 : INFO : topic diff=0.218908, rho=0.468319
2017-06-21 04:10:32,643 : INFO : -9.117 per-word bound, 555.4 perplexity estimate based on a held-out corpus of 1119 documents with 3438 words
2017-06-21 04:10:32,643 : INFO : PROGRESS: pass 2, at document #3119/3119
2017-06-21 04:10:33,393 : INFO : optimized alpha [0.119555025066306, 0.12800263128127667, 0.12213129891300434, 0.11407548893026923, 0.1183009456555274, 0.11586149677237352, 0.11387664711717048]
2017-06-21 04:10:33,393 : INFO : merging changes from 1119 documents into a model of 3119 documents
2017-06-21 04:10:33,455 : INFO : topic #6 (0.114): 0.011*"selfie" + 0.010*"hati" + 0.007*"alhamdulillah" + 0.007*"kangen" + 0.006*"mom" + 0.005*"landscape" + 0.005*"exploresurabaya" + 0.004*"mata" + 0.004*"air" + 0.004*"photography"
2017-06-21 04:10:33,455 : INFO : topic #3 (0.114): 0.010*"kawan" + 0.008*"challenge" + 0.008*"sayang" + 0.007*"mannequinchallenge" + 0.007*"om" + 0.007*"miss" + 0.006*"berjuang" + 0.005*"surabaya" + 0.005*"satriaandthemonster" + 0.004*"manis"
2017-06-21 04:10:33,455 : INFO : topic #0 (0.120): 0.011*"sukses" + 0.009*"senyum" + 0.005*"music" + 0.005*"kelas" + 0.004*"keep" + 0.004*"percayalah" + 0.004*"mama" + 0.004*"pacar" + 0.004*"purple" + 0.004*"temen"
2017-06-21 04:10:33,455 : INFO : topic #2 (0.122): 0.012*"bahagia" + 0.010*"hbd" + 0.009*"sahabat" + 0.006*"hidup" + 0.006*"murid" + 0.006*"old" + 0.005*"makan" + 0.005*"smile" + 0.005*"imajiindonesia" + 0.005*"plazakamera"
2017-06-21 04:10:33,455 : INFO : topic #1 (0.128): 0.013*"photograph" + 0.010*"canon" + 0.008*"m3" + 0.008*"eos" + 0.006*"galantiz" + 0.005*"wanita" + 0.005*"sidoarjo" + 0.004*"hati" + 0.003*"smafav" + 0.003*"team"
2017-06-21 04:10:33,455 : INFO : topic diff=0.201469, rho=0.468319
2017-06-21 04:10:33,455 : INFO : PROGRESS: pass 3, at document #2000/3119
2017-06-21 04:10:34,783 : INFO : optimized alpha [0.11699983517256843, 0.12327663525300896, 0.11985693947367763, 0.11275309825303031, 0.11602814968260362, 0.11380605981489854, 0.11260276553584683]
2017-06-21 04:10:34,783 : INFO : merging changes from 2000 documents into a model of 3119 documents
