5brG56hsi0;1
6egarehspb;1
7hvRsshsu7;0
BHHzFmSAVRl;1
BJ7k3DuAYHS;1
BJ7mxBhgH5l;1
BNk-j28lcUK;1
BO13Oh2lC_N;1
BO1wLcAlmx5;1
BQH7sAbFw9r;1
BQH9UgylQV4;1
BQNozj9FNeB;1
BQNrOknF1oo;1
BR5nbSvhPKp;1
BSbdiTeB5dV;1
BSbkPz8BvTE;1
BSi3lXnhtWT;0
BSi64TNhiBu;1
BSLj19BByXl;1
BSLjH-tBBxO;1
BSLjSA2hPQ4;1
BSOdtN2hRGx;1
BSOdYJNB09x;1
BSOeOozBsGN;1
BSoWRMnhvgy;1
BL0r-1olitf;1
BL56oisFqrD;0
BOFSMYelahS;1
BOqw0brlIgQ;1
BOR4fHvlwK7;1
BOrl1lmFOQI;1
BOuhl67lCKQ;0
BP7W95zFpHN;1
BQHH-KBFj-9;1
BSNv6jLALtk;1
BLbadEGA0Te;1
BLirziEA4tN;1
BLiu_ZPg6So;1
BLnfzgIAU0J;0
BBc40kQvsCo;1
BG2quAmPsOq;1
BGlrCPnvsL8;1
BGxA_wkvsJF;1
BH9gXJpgnQh;1
BHroItnAyMQ;1
BIE6ndqAPxU;1
BIfaGc5gmvg;1
BJIbAwCA05K;1
BJovHmpgH5s;0
BK8YO0bAF9A;0
BKcRd9ig4J0;1
BKDXyUCAOMe;1
BLlQrLnAK-J;1
BMgselGgCl4;1
BNvy8AEAHup;1
BOglwvYAMIe;1
BPg0u3hgw0o;1
BQXEl6uAWFj;1
BRLIAvyAhyl;1
-1cDmKHuZs;1
#NAME?;1
#NAME?;1
#NAME?;0
#NAME?;1
9F5wfSnuQh;1
9IfYC8nuah;1
9xqcExHuRP;1
9xr2ELHuTI;1
9yM9iUHuXU;1
BAF7oeHHuYO;1
BAKLvPxnuV4;1
BAKMeYlnuW-;1
BA_gR0CnuWP;0
BBjzFmdHuRp;1
BCcPlkEHuTE;1
BDAHPpCHuYk;1
BDDC4gWHubk;1
_Tc5tNHuQ9;1
_Tis6mHuXo;1
_WLa3YnudB;1
_WLznhHudV;1
__eSIcnueP;1
BJSeIcqA9Fl;1
BPyjJYZATb5;0
BR-fWJOgZvK;1
BRR_LOkgoJV;1
BSetyctAgx7;1
BMytg7egImw;1
9jCS3eAGkc;1
BAuWNC5AGgL;1
BIpSiD-AjqT;1
BISFJorgl3r;1
BL_IAGmjmlC;1
BSq0EbSDOuy;1
BTNJa_cDVzC;0
BNRQpGCgu3t;1
BNRQYrkgsEO;1
BO16EdIgnGK;1
BOeOLQXA_tV;1
BQnS0e1B47J;1
BQnSOdbhcEw;1
BSdh0BohE5e;1
BTbgfSBBbxB;0
BTQotA0BsAk;1
BU1RWv2BMyy;1
BU1yUsjBqqm;1
BUhX9ffhb82;0
BUonqUwhQ94;0
690xvFNns-;1
96EryqNnmf;1
BCCt6jHNnv6;1
BIsKFg6gZxJ;1
BKPtvlogKwK;1
BTqSOgxjI5W;1
BUTrbEKjPJy;0
BUTrGOhDOHI;0
BUZJar7jwCx;1
BUZKqgDDJzg;1
BUZLXx2jO-3;1
BHNK99kjVjb;0
BHNKdE9DBdn;1
BHNKEIljwHI;0
BHNKs-BjwVp;1
BSx2lgVFydA;1
BBLA8VARSW4;1
BLOC72PAmTc;1
BBkEgb-whAj;1
BRDyWVEj-Cc;1
BE1U_NbING5;1
BHulY7ZhZLZ;1
BHV7ddIjS1e;0
BJWv0NdD09K;1
BJWxI9EDtCu;1
BJWzJcxj5xP;1
09cpu1R4vS;1
14njVnR4vJ;1
1C57O3x4uB;0
80O7I6E77e;1
83GRiAE7_G;1
93OEayk7zH;1
BA3GGrqE73c;1
BA6vxk7E71e;0
BFbDGqqk7wP;0
BFqRM9-E79o;1
BH9F5CNDTMG;1
BJNOKQEAlZD;0
BL5jpJHAlI9;1
BLYV2LjgrvM;1
BMnGmw4AFmT;1
BMqXqZMAkyY;1
BN56BZggVNh;0
BO7AP00gbU3;1
BOg76DcgqE-;1
#NAME?;0
BA3g4VHJMdi;1
BEdiA4QpMcg;1
BIg75k6BtPp;1
BIr_xv3h7AO;1
BJ4-bvUhYGm;1
BJPp60gBtCK;1
BJU12EbBzLH;1
BKatm2WBh0s;1
BKUoDhqh6Vx;1
BKx75czh8O7;1
BL2L7UZBnxZ;1
BLnNlguhjTQ;0
BMLbluLB6mX;1
BMlROlqhWyV;1
BNzCOOKhS-4;1
BO12xZoBkW4;0
BOhiX6kBWwl;0
BPygi74BFLx;1
BQa22FfhueV;0
BQu5Uk4gauX;1
BRVnalFA1Qc;1
BSsI0L6ghQf;0
BSXe-RyAQhq;1
BUt3oUSgIwX;1
BUyBzQugBxK;1
_-VHz0JMfb;0
BOcZBmqAeLG;1
BOcZiRtAuFi;1
BOLaWkuA3wx;1
BOoCrvzgn9K;1
BO_bOYsAbiL;1
BPByMGug4fc;1
BPJaxfkAhiC;1
BPY3qFYAYm6;1
BPzDgsxA1kc;1
BP_dgRrgXvQ;1
BQ94iPTgwG4;1
BQna1ingA-S;1
BQ_uDrnAr04;1
BRH1fN7gsUp;1
BRKYakMAEYt;1
BRQcBEvgqZb;1
BSxW3pRAr0-;1
BS_GNhfgzhL;1
BS_nwKMAWti;1
BTae0COgA6W;0
BTByqSnALBe;1
BTg3vc-gjb_;1
BTIiNfrAF0k;1
BTIiZv7ANUD;1
BTNguW3gERS;1
BTsXd0oAbqQ;1
BTWG34Gg90c;1
BTWMqX1gDUg;1
BTYiEbyAdb-;1
BUFtInGglZX;0
BUHNvD9Afvt;1
BUM4PyjAnkc;1
5WpQ2JIb-T;1
BAjOMxXob6d;1
BGWqSpXIb8Q;0
BIfRI7mgLzd;1
BJ-VQivAv0o;1
BJ2iz6dA1TX;1
BJK3Ge7gG0h;1
BJSkcMOAHu4;1
BKpvJtcgHJ6;1
BL07CBBh1mb;0
BLgDPQGBrYd;0
BLi6iAfBvIn;1
BLOMyxZBeyv;1
BLtChb5BqQE;1
BL_OkcDhqUM;1
BMloR9hBhgy;1
BNjejGaBG1h;1
BNrUkLyhCOz;1
BOsIwzAB63Q;1
BQiOGLPjXEW;1
BQXqgJXjzOb;1
BUrLiXcB0Cx;1
BIHk9UQg_W3;1
BK8jdsrBUcM;1
BNRdfnEB3G7;0
BNZF0hhhvWM;1
BSDS_pZhF2u;1
BSTobxGBzlV;1
BUd0gGNBz3u;0
BBt9cGkBZw5;1
BCxVO97BZzg;1
BDqD2zzhZzY;1
BDuf82ahZ3_;1
BDx0cjaBZ4_;1
BE3djD5hZ-z;1
BE3L1rOhZwW;0
BFEQ87EBZzx;1
BJ2J7CxDbYm;1
BJz9ViyDYJh;1
BL3E8XKj17q;1
BLVgFE0jO4N;1
BMItpkQDZ2n;1
BRewZDjAcfV;0
BRUkeWugsBh;1
BS2j0eIgMIr;1
BSAp8m-Ajo-;1
BTduHItgFdb;1
BTdvDMuA8Gy;1
BTvM3e-g9CJ;1
BU012nCgTDr;1
BU1DCZ1AQD-;1
BU5fMtUA04_;1
BU5Gk4jA6r3;1
BUHcVi3AJQn;1
BUnZ_B_A4Pr;1
BUp9yb-gOPy;1
BUqrpkEgW_v;0
BLOQNLAgIgJ;1
BLyEhm4A0Yf;1
BMiimPOD9aD;1
BML2yjVgj8h;1
BO7ja3iAiEt;0
BOSQr-2ABjw;0
BQiUxwmjSS2;1
BQxeeY4Dafa;0
BR-lvJaDh4s;1
BRx5cqhj1kY;1
BRzdlj5jlcm;1
BSoDfySjL0Z;1
BSS1_JWDocd;1
BT3wjxGDbdm;1
BTB7MhcjYSu;1
BUbrpJRjYMD;1
BUtuh_1DcOj;1
BUUAxU2jNZ8;1
BUWChQHjdPX;1
BUY9uUAjH2r;1
BA4QaBpRFkY;1
BCUz2WNRFmx;0
BGwMWXuxFh4;1
BIXXahIhmtE;1
BJ7vFhPB57V;1
BKp-536BCnR;1
BL51xFtAq5k;1
BLYXYKUAjhl;1
BMoNfXWg2fk;1
BMszjQRgrby;1
BO9_wwUjmob;1
BOMlmX5Anfz;1
BOWsSgTAoxU;0
BQ0FVOsBH1C;1
BUTi59nBGZK;1
BGPG7bvtvip;1
BKQdPNGAt1z;0
BLD9ibpg3m2;0
BLlb64kAeTR;1
BOeGAjegTsr;1
BOhHUy7gk8b;1
BOpJGiOgTQ9;1
BOrHT2Gg4bs;1
BOZ3OBSgMsd;1
BOZQEh4g_r-;0
BO_KuAUAH2w;1
BR1nQs9FM4L;1
BRYVA-ulh2l;1
BSpOGmBF0Il;1
50T70MA6Qa;1
50UGSMg6Q7;1
50UWCDg6Rc;1
5kaRyeA6UL;1
5kW-Dpg6cH;1
5uFjENA6Sz;1
BCKyU9oA6VF;1
BFpfHOMg6dR;1
BFpfVqsg6d3;1
BFqNRu_A6R5;1
BFr5hbxA6Zp;1
BFsHM7ng6YU;1
BFsN7iEg6X1;1
BFsPTb_g6ag;0
BG-K4IvA6QW;1
BG-XBGpA6br;1
BGhE2POg6Zx;1
BGhOoQFA6VW;1
BGO91cgA6X9;1
BGOhPlQg6Yk;1
BGOWxA6A6XJ;1
BGQEqpOg6Wn;1
BH-z4_yDSq6;1
BH1yODYDGyW;1
BH1Z6zpD4XI;1
BH2AjHPDD-g;1
BH66Lw-jdRt;1
BHk34dwDINr;1
BHmtgxrDqKh;1
BHpITNMDRG3;1
BHqOeBQDMnI;1
BHUXnB0DK8k;1
BHUYASajg2z;1
BHUYs7wDmYW;1
BHW8_yNjrqc;1
BHwHD1LDfQh;1
BHx8057D9m9;1
BHYDdkrDpjN;1
BHyikavDjJ7;1
BHzjpJaD36e;1
BHzL1cEDtRr;1
BJFosC9jdBt;1
BJmGWtijOY-;1
BJQOTOjDo9k;1
BMONqoUgNxm;1
BJClj7gjuo2;1
BMjH9wNAIww;1
BMoOkEJg_-U;1
BPmn6OLlyO5;1
BPUvumbF25m;1
BTuLkWBhVsy;0
BUcODIxh49A;1
BUOs1PPh0O7;1
BUZ1ADeBT0W;1
BN3IthmDSls;1
BN718OXDZia;1
BNaSHhpjIkZ;0
BNaSt-RjfFZ;1
BNMH5ZCD3Y_;1
BNMI-xEj7M0;0
BNMI4-UDZS2;1
BNMIwYgDZhp;1
BNmPDT8jGGe;1
BNmTWFAjESY;1
BNOS6-ajbZy;1
BNOSnj7jyYr;0
BNOSSqaDdRK;1
BNOSuGHjE1k;1
BNOSZLNDe38;1
BNOTIKmDZlL;1
BNOTT1Kj1-o;1
BNOVogED_Wa;1
BNOWsg_Dg98;1
BNt7sjuDPEj;1
BNt9iPtDSdw;1
BNvDMK9j-W8;1
BNVKK0wj3CS;1
BNW0fyoj9NT;0
BNW0Yx3DIfT;1
BNW7135Ddob;1
BNW_MuoDto8;1
BNxdlSXjFC7;1
BN_383ajJRr;1
BN_4bacDorn;1
BN_4HFfD5L5;1
BN_4lfcj8-N;1
BN_4QQ9jRRf;1
BOS0j37jmKD;1
BPq6038jpMN;1
