5brG56hsi0;0
6egarehspb;0
7hvRsshsu7;0
BHHzFmSAVRl;0
BJ7k3DuAYHS;0
BJ7mxBhgH5l;0
BNk-j28lcUK;0
BO13Oh2lC_N;0
BO1wLcAlmx5;0
BQH7sAbFw9r;0
BQH9UgylQV4;0
BQNozj9FNeB;0
BQNrOknF1oo;0
BR5nbSvhPKp;0
BSbdiTeB5dV;0
BSbkPz8BvTE;0
BSi3lXnhtWT;0
BSi64TNhiBu;0
BSLj19BByXl;0
BSLjH-tBBxO;0
BSLjSA2hPQ4;0
BSOdtN2hRGx;0
BSOdYJNB09x;0
BSOeOozBsGN;0
BSoWRMnhvgy;0
BL0r-1olitf;0
BL56oisFqrD;0
BOFSMYelahS;0
BOqw0brlIgQ;0
BOR4fHvlwK7;0
BOrl1lmFOQI;0
BOuhl67lCKQ;0
BP7W95zFpHN;0
BQHH-KBFj-9;0
BSNv6jLALtk;0
BLbadEGA0Te;0
BLirziEA4tN;0
BLiu_ZPg6So;2
BLnfzgIAU0J;2
BBc40kQvsCo;2
BG2quAmPsOq;0
BGlrCPnvsL8;0
BGxA_wkvsJF;0
BH9gXJpgnQh;0
BHroItnAyMQ;0
BIE6ndqAPxU;0
BIfaGc5gmvg;0
BJIbAwCA05K;0
BJovHmpgH5s;2
BK8YO0bAF9A;3
BKcRd9ig4J0;0
BKDXyUCAOMe;2
BLlQrLnAK-J;0
BMgselGgCl4;0
BNvy8AEAHup;0
BOglwvYAMIe;0
BPg0u3hgw0o;0
BQXEl6uAWFj;0
BRLIAvyAhyl;0
-1cDmKHuZs;0
#NAME?;0
#NAME?;0
#NAME?;0
#NAME?;0
9F5wfSnuQh;0
9IfYC8nuah;0
9xqcExHuRP;0
9xr2ELHuTI;0
9yM9iUHuXU;0
BAF7oeHHuYO;0
BAKLvPxnuV4;0
BAKMeYlnuW-;0
BA_gR0CnuWP;0
BBjzFmdHuRp;0
BCcPlkEHuTE;0
BDAHPpCHuYk;0
BDDC4gWHubk;0
_Tc5tNHuQ9;0
_Tis6mHuXo;0
_WLa3YnudB;0
_WLznhHudV;0
__eSIcnueP;0
BJSeIcqA9Fl;0
BPyjJYZATb5;3
BR-fWJOgZvK;0
BRR_LOkgoJV;0
BSetyctAgx7;0
BMytg7egImw;0
9jCS3eAGkc;3
BAuWNC5AGgL;3
BIpSiD-AjqT;0
BISFJorgl3r;1
BL_IAGmjmlC;0
BSq0EbSDOuy;0
BTNJa_cDVzC;2
BNRQpGCgu3t;0
BNRQYrkgsEO;0
BO16EdIgnGK;0
BOeOLQXA_tV;0
BQnS0e1B47J;0
BQnSOdbhcEw;0
BSdh0BohE5e;1
BTbgfSBBbxB;2
BTQotA0BsAk;0
BU1RWv2BMyy;0
BU1yUsjBqqm;3
BUhX9ffhb82;1
BUonqUwhQ94;3
690xvFNns-;0
96EryqNnmf;2
BCCt6jHNnv6;3
BIsKFg6gZxJ;0
BKPtvlogKwK;0
BTqSOgxjI5W;0
BUTrbEKjPJy;2
BUTrGOhDOHI;0
BUZJar7jwCx;0
BUZKqgDDJzg;3
BUZLXx2jO-3;0
BHNK99kjVjb;3
BHNKdE9DBdn;0
BHNKEIljwHI;0
BHNKs-BjwVp;0
BSx2lgVFydA;0
BBLA8VARSW4;0
BLOC72PAmTc;0
BBkEgb-whAj;0
BRDyWVEj-Cc;0
BE1U_NbING5;3
BHulY7ZhZLZ;0
BHV7ddIjS1e;2
BJWv0NdD09K;0
BJWxI9EDtCu;0
BJWzJcxj5xP;0
09cpu1R4vS;0
14njVnR4vJ;0
1C57O3x4uB;1
80O7I6E77e;0
83GRiAE7_G;0
93OEayk7zH;0
BA3GGrqE73c;0
BA6vxk7E71e;2
BFbDGqqk7wP;3
BFqRM9-E79o;0
BH9F5CNDTMG;0
BJNOKQEAlZD;0
BL5jpJHAlI9;2
BLYV2LjgrvM;0
BMnGmw4AFmT;0
BMqXqZMAkyY;0
BN56BZggVNh;0
BO7AP00gbU3;3
BOg76DcgqE-;0
#NAME?;2
BA3g4VHJMdi;0
BEdiA4QpMcg;0
BIg75k6BtPp;0
BIr_xv3h7AO;1
BJ4-bvUhYGm;0
BJPp60gBtCK;0
BJU12EbBzLH;2
BKatm2WBh0s;0
BKUoDhqh6Vx;0
BKx75czh8O7;1
BL2L7UZBnxZ;0
BLnNlguhjTQ;0
BMLbluLB6mX;0
BMlROlqhWyV;0
BNzCOOKhS-4;0
BO12xZoBkW4;3
BOhiX6kBWwl;1
BPygi74BFLx;0
BQa22FfhueV;1
BQu5Uk4gauX;1
BRVnalFA1Qc;1
BSsI0L6ghQf;0
BSXe-RyAQhq;0
BUt3oUSgIwX;0
BUyBzQugBxK;0
_-VHz0JMfb;2
BOcZBmqAeLG;0
BOcZiRtAuFi;0
BOLaWkuA3wx;0
BOoCrvzgn9K;0
